,Coach,Team,numSznsWTeam,numTotSzns,curr_games,curr_wins,curr_losses,franch_games,franch_wins,franch_losses,tot_games,tot_wins,tot_losses,win_percent,curr_pl_games,curr_pl_wins,curr_pl_losses,franch_pl_games,franch_pl_wins,franch_pl_losses,tot_pl_games,tot_pl_wins,tot_pl_losses,Season
1014,Jay Triano,TOR,3,3,82,22,60,229,87,142,229,87,142,0.38,,,,,,,,,,2010
1015,Jerry Sloan,UTA,23,26,54,31,23,1809,1127,682,2024,1221,803,0.603,,,,196.0,96.0,100.0,202.0,98.0,104.0,2010
1016,Tyrone Corbin,UTA,1,1,28,8,20,28,8,20,28,8,20,0.28600000000000003,,,,,,,,,,2010
1017,Flip Saunders,WAS,2,15,82,23,59,164,49,115,1147,636,511,0.5539999999999999,,,,,,,98.0,47.0,51.0,2010
1018,Mike Woodson,ATL,5,5,82,47,35,410,153,257,410,153,257,0.373,11.0,4.0,7.0,18.0,7.0,11.0,18.0,7.0,11.0,2008
1019,Doc Rivers,BOS,5,10,82,62,20,410,230,180,749,401,348,0.535,14.0,7.0,7.0,47.0,26.0,21.0,62.0,31.0,31.0,2008
1020,Larry Brown,CHA,1,28,82,35,47,82,35,47,2228,1274,954,0.5720000000000001,,,,,,,231.0,120.0,111.0,2008
1021,Vinny Del Negro,CHI,1,1,82,41,41,82,41,41,82,41,41,0.5,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2008
1022,Mike Brown,CLE,4,4,82,66,16,328,211,117,328,211,117,0.643,14.0,10.0,4.0,60.0,36.0,24.0,60.0,36.0,24.0,2008
1023,Rick Carlisle,DAL,1,7,82,50,32,82,50,32,574,331,243,0.5770000000000001,10.0,5.0,5.0,10.0,5.0,5.0,72.0,35.0,37.0,2008
1024,George Karl,DEN,5,21,82,54,28,368,225,143,1575,933,642,0.5920000000000001,16.0,10.0,6.0,35.0,13.0,22.0,161.0,72.0,89.0,2008
1025,Michael Curry,DET,1,1,82,39,43,82,39,43,82,39,43,0.47600000000000003,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2008
1026,Don Nelson,GSW,10,30,82,29,53,783,396,387,2316,1309,1007,0.565,,,,35.0,14.0,21.0,166.0,75.0,91.0,2008
1027,Rick Adelman,HOU,2,18,82,53,29,164,108,56,1397,860,537,0.616,13.0,7.0,6.0,19.0,9.0,10.0,157.0,79.0,78.0,2008
1028,Jim O'Brien,IND,2,7,82,36,46,164,72,92,504,254,250,0.504,,,,,,,31.0,14.0,17.0,2008
1029,Mike Dunleavy,LAC,6,16,82,19,63,492,194,298,1280,592,688,0.46299999999999997,,,,12.0,7.0,5.0,71.0,38.0,33.0,2008
1030,Phil Jackson,LAL,9,18,82,65,17,738,496,242,1476,1041,435,0.705,23.0,16.0,7.0,148.0,98.0,50.0,300.0,209.0,91.0,2008
1031,Marc Iavaroni,MEM,2,2,41,11,30,123,33,90,123,33,90,0.268,,,,,,,,,,2008
1032,Johnny Davis,MEM,1,4,2,0,2,2,0,2,219,73,146,0.33299999999999996,,,,,,,,,,2008
1033,Lionel Hollins,MEM,3,3,39,13,26,103,31,72,103,31,72,0.301,,,,,,,,,,2008
1034,Erik Spoelstra,MIA,1,1,82,43,39,82,43,39,82,43,39,0.524,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2008
1035,Scott Skiles,MIL,1,9,82,34,48,82,34,48,614,315,299,0.513,,,,,,,35.0,15.0,20.0,2008
1036,Randy Wittman,MIN,3,5,19,4,15,143,38,105,307,100,207,0.326,,,,,,,,,,2008
1037,Kevin McHale,MIN,2,2,63,20,43,94,39,55,94,39,55,0.415,,,,,,,,,,2008
1038,Lawrence Frank,NJN,6,6,82,34,48,450,225,225,450,225,225,0.5,,,,38.0,18.0,20.0,38.0,18.0,20.0,2008
1039,Byron Scott,NOH,5,9,82,49,33,410,200,210,698,349,349,0.5,5.0,1.0,4.0,17.0,8.0,9.0,57.0,33.0,24.0,2008
1040,Mike D'Antoni,NYK,1,7,82,32,50,82,32,50,521,299,222,0.574,,,,,,,51.0,26.0,25.0,2008
1041,P.J. Carlesimo,OKC,2,8,13,1,12,95,21,74,500,204,296,0.408,,,,,,,12.0,3.0,9.0,2008
1042,Scott Brooks,OKC,1,1,69,22,47,69,22,47,69,22,47,0.319,,,,,,,,,,2008
1043,Stan Van Gundy,ORL,2,5,82,59,23,164,111,53,349,223,126,0.639,24.0,13.0,11.0,34.0,18.0,16.0,62.0,35.0,27.0,2008
1044,Maurice Cheeks,PHI,4,8,23,9,14,269,122,147,570,284,286,0.498,,,,6.0,2.0,4.0,16.0,5.0,11.0,2008
1045,Tony DiLeo,PHI,1,1,59,32,27,59,32,27,59,32,27,0.542,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2008
1046,Terry Porter,PHO,1,3,51,28,23,51,28,23,215,99,116,0.46,,,,,,,5.0,1.0,4.0,2008
1047,Alvin Gentry,PHO,1,8,31,18,13,31,18,13,434,195,239,0.449,,,,,,,5.0,2.0,3.0,2008
1048,Nate McMillan,POR,4,9,82,54,28,328,148,180,723,360,363,0.498,6.0,2.0,4.0,6.0,2.0,4.0,22.0,10.0,12.0,2008
1049,Reggie Theus,SAC,2,2,24,6,18,106,44,62,106,44,62,0.415,,,,,,,,,,2008
1050,Kenny Natt,SAC,1,1,58,11,47,58,11,47,58,11,47,0.19,,,,,,,,,,2008
1051,Gregg Popovich,SAS,13,13,82,54,28,1016,686,330,1016,686,330,0.675,5.0,1.0,4.0,165.0,102.0,63.0,165.0,102.0,63.0,2008
1052,Sam Mitchell,TOR,5,5,17,8,9,345,156,189,345,156,189,0.452,,,,11.0,3.0,8.0,11.0,3.0,8.0,2008
1053,Jay Triano,TOR,1,1,65,25,40,65,25,40,65,25,40,0.385,,,,,,,,,,2008
1054,Jerry Sloan,UTA,21,24,82,48,34,1673,1043,630,1888,1137,751,0.602,5.0,1.0,4.0,186.0,92.0,94.0,192.0,94.0,98.0,2008
1055,Eddie Jordan,WAS,6,8,11,1,10,421,197,224,518,230,288,0.444,,,,26.0,8.0,18.0,26.0,8.0,18.0,2008
1056,Ed Tapscott,WAS,1,1,71,18,53,71,18,53,71,18,53,0.254,,,,,,,,,,2008
1057,Mike Farmer,BAL,1,1,9,1,8,9,1,8,9,1,8,0.111,,,,,,,,,,1966
1058,Buddy Jeannette,BAL,2,6,16,3,13,96,40,56,309,136,173,0.44,,,,10.0,5.0,5.0,24.0,14.0,10.0,1966
1059,Gene Shue,BAL,1,1,56,16,40,56,16,40,56,16,40,0.28600000000000003,,,,,,,,,,1966
1060,Bill Russell,BOS,1,1,81,60,21,81,60,21,81,60,21,0.741,9.0,4.0,5.0,9.0,4.0,5.0,9.0,4.0,5.0,1966
1061,Red Kerr,CHI,1,1,81,33,48,81,33,48,81,33,48,0.40700000000000003,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1966
1062,Jack McMahon,CIN,4,5,81,39,42,321,187,134,359,199,160,0.5539999999999999,4.0,1.0,3.0,23.0,8.0,15.0,23.0,8.0,15.0,1966
1063,Dave DeBusschere,DET,3,3,73,28,45,222,79,143,222,79,143,0.35600000000000004,,,,,,,,,,1966
1064,Donnie Butcher,DET,1,1,8,2,6,8,2,6,8,2,6,0.25,,,,,,,,,,1966
1065,Fred Schaus,LAL,7,7,81,36,45,560,315,245,560,315,245,0.563,3.0,0.0,3.0,71.0,33.0,38.0,71.0,33.0,38.0,1966
1066,Dick McGuire,NYK,2,6,81,36,45,140,60,80,420,182,238,0.433,4.0,1.0,3.0,4.0,1.0,3.0,25.0,9.0,16.0,1966
1067,Alex Hannum,PHI,4,9,81,68,13,320,195,125,663,351,312,0.529,15.0,11.0,4.0,33.0,19.0,14.0,66.0,38.0,28.0,1966
1068,Bill Sharman,SFW,1,1,81,44,37,81,44,37,81,44,37,0.5429999999999999,15.0,9.0,6.0,15.0,9.0,6.0,15.0,9.0,6.0,1966
1069,Richie Guerin,STL,3,3,81,39,42,208,103,105,208,103,105,0.495,9.0,5.0,4.0,23.0,12.0,11.0,23.0,12.0,11.0,1966
1070,Lenny Wilkens,ATL,2,22,82,42,40,164,99,65,1782,968,814,0.5429999999999999,3.0,0.0,3.0,14.0,5.0,9.0,124.0,60.0,64.0,1994
1071,Chris Ford,BOS,5,5,82,35,47,410,222,188,410,222,188,0.541,4.0,1.0,3.0,29.0,13.0,16.0,29.0,13.0,16.0,1994
1072,Allan Bristow,CHH,4,4,82,50,32,328,166,162,328,166,162,0.506,4.0,1.0,3.0,13.0,5.0,8.0,13.0,5.0,8.0,1994
1073,Phil Jackson,CHI,6,6,82,47,35,492,342,150,492,342,150,0.695,10.0,5.0,5.0,94.0,66.0,28.0,94.0,66.0,28.0,1994
1074,Mike Fratello,CLE,2,10,82,43,39,164,90,74,741,414,327,0.5589999999999999,4.0,1.0,3.0,7.0,1.0,6.0,47.0,19.0,28.0,1994
1075,Dick Motta,DAL,8,23,82,36,46,656,303,353,1801,892,909,0.495,,,,28.0,11.0,17.0,126.0,56.0,70.0,1994
1076,Dan Issel,DEN,3,3,34,18,16,198,96,102,198,96,102,0.485,,,,12.0,6.0,6.0,12.0,6.0,6.0,1994
1077,Gene Littles,DEN,1,4,16,3,13,16,3,13,155,44,111,0.284,,,,,,,,,,1994
1078,Bernie Bickerstaff,DEN,1,6,32,20,12,32,20,12,442,222,220,0.502,3.0,0.0,3.0,3.0,0.0,3.0,30.0,12.0,18.0,1994
1079,Don Chaney,DET,2,9,82,28,54,164,48,116,647,265,382,0.41,,,,,,,11.0,2.0,9.0,1994
1080,Don Nelson,GSW,7,18,45,14,31,537,277,260,1421,817,604,0.575,,,,24.0,9.0,15.0,112.0,51.0,61.0,1994
1081,Bob Lanier,GSW,1,1,37,12,25,37,12,25,37,12,25,0.324,,,,,,,,,,1994
1082,Rudy Tomjanovich,HOU,4,4,82,47,35,276,176,100,276,176,100,0.638,22.0,15.0,7.0,57.0,36.0,21.0,57.0,36.0,21.0,1994
1083,Larry Brown,IND,2,16,82,52,30,164,99,65,1276,762,514,0.597,17.0,10.0,7.0,33.0,20.0,13.0,120.0,59.0,61.0,1994
1084,Bill Fitch,LAC,1,22,82,17,65,82,17,65,1804,862,942,0.478,,,,,,,106.0,55.0,51.0,1994
1085,Del Harris,LAL,1,10,82,48,34,82,48,34,755,380,375,0.503,10.0,5.0,5.0,10.0,5.0,5.0,62.0,26.0,36.0,1994
1086,Kevin Loughery,MIA,4,20,46,17,29,292,133,159,1388,642,746,0.46299999999999997,,,,8.0,2.0,6.0,59.0,27.0,32.0,1994
1087,Alvin Gentry,MIA,1,1,36,15,21,36,15,21,36,15,21,0.41700000000000004,,,,,,,,,,1994
1088,Mike Dunleavy,MIL,3,5,82,34,48,246,82,164,410,183,227,0.446,,,,,,,23.0,13.0,10.0,1994
1089,Bill Blair,MIN,1,2,82,21,61,82,21,61,88,23,65,0.261,,,,,,,2.0,0.0,2.0,1994
1090,Butch Beard,NJN,1,1,82,30,52,82,30,52,82,30,52,0.366,,,,,,,,,,1994
1091,Pat Riley,NYK,4,13,82,55,27,328,223,105,1055,756,299,0.7170000000000001,11.0,6.0,5.0,63.0,35.0,28.0,212.0,137.0,75.0,1994
1092,Brian Hill,ORL,2,2,82,57,25,164,107,57,164,107,57,0.652,21.0,11.0,10.0,24.0,11.0,13.0,24.0,11.0,13.0,1994
1093,John Lucas,PHI,1,3,82,24,58,82,24,58,225,118,107,0.524,,,,,,,14.0,6.0,8.0,1994
1094,Paul Westphal,PHO,3,3,82,59,23,246,177,69,246,177,69,0.72,10.0,6.0,4.0,44.0,25.0,19.0,44.0,25.0,19.0,1994
1095,P.J. Carlesimo,POR,1,1,82,44,38,82,44,38,82,44,38,0.537,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1994
1096,Garry St. Jean,SAC,3,3,82,39,43,246,92,154,246,92,154,0.374,,,,,,,,,,1994
1097,Bob Hill,SAS,1,5,82,62,20,82,62,20,369,195,174,0.528,15.0,9.0,6.0,15.0,9.0,6.0,27.0,12.0,15.0,1994
1098,George Karl,SEA,4,8,82,57,25,288,202,86,583,321,262,0.551,4.0,1.0,3.0,37.0,17.0,20.0,51.0,22.0,29.0,1994
1099,Jerry Sloan,UTA,7,10,82,60,22,557,364,193,772,458,314,0.593,5.0,2.0,3.0,59.0,27.0,32.0,65.0,29.0,36.0,1994
1100,Jim Lynam,WSB,1,8,82,21,61,82,21,61,592,267,325,0.451,,,,,,,21.0,8.0,13.0,1994
1101,Mike Woodson,ATL,3,3,82,30,52,246,69,177,246,69,177,0.28,,,,,,,,,,2006
1102,Doc Rivers,BOS,3,8,82,24,58,246,102,144,585,273,312,0.467,,,,7.0,3.0,4.0,22.0,8.0,14.0,2006
1103,Bernie Bickerstaff,CHA,3,13,82,33,49,246,77,169,932,415,517,0.445,,,,,,,33.0,12.0,21.0,2006
1104,Scott Skiles,CHI,4,7,82,49,33,312,156,156,507,272,235,0.536,10.0,6.0,4.0,22.0,10.0,12.0,35.0,15.0,20.0,2006
1105,Mike Brown,CLE,2,2,82,50,32,164,100,64,164,100,64,0.61,20.0,12.0,8.0,33.0,19.0,14.0,33.0,19.0,14.0,2006
1106,Avery Johnson,DAL,3,3,82,67,15,182,143,39,182,143,39,0.7859999999999999,6.0,2.0,4.0,42.0,22.0,20.0,42.0,22.0,20.0,2006
1107,George Karl,DEN,3,19,82,45,37,204,121,83,1411,829,582,0.588,5.0,1.0,4.0,15.0,3.0,12.0,141.0,62.0,79.0,2006
1108,Flip Saunders,DET,2,12,82,53,29,164,117,47,901,528,373,0.586,16.0,10.0,6.0,34.0,20.0,14.0,81.0,37.0,44.0,2006
1109,Don Nelson,GSW,8,28,82,42,40,619,319,300,2152,1232,920,0.5720000000000001,11.0,5.0,6.0,35.0,14.0,21.0,166.0,75.0,91.0,2006
1110,Jeff Van Gundy,HOU,4,11,82,52,30,328,182,146,748,430,318,0.575,7.0,3.0,4.0,19.0,7.0,12.0,88.0,44.0,44.0,2006
1111,Rick Carlisle,IND,4,6,82,35,47,328,181,147,492,281,211,0.5710000000000001,,,,35.0,18.0,17.0,62.0,30.0,32.0,2006
1112,Mike Dunleavy,LAC,4,14,82,40,42,328,152,176,1116,550,566,0.493,,,,12.0,7.0,5.0,71.0,38.0,33.0,2006
1113,Phil Jackson,LAL,7,16,82,42,40,574,374,200,1312,919,393,0.7,5.0,1.0,4.0,104.0,68.0,36.0,256.0,179.0,77.0,2006
1114,Mike Fratello,MEM,3,17,30,6,24,178,95,83,1215,667,548,0.5489999999999999,,,,8.0,0.0,8.0,62.0,20.0,42.0,2006
1115,Tony Barone,MEM,1,1,52,16,36,52,16,36,52,16,36,0.308,,,,,,,,,,2006
1116,Pat Riley,MIA,10,23,82,44,38,767,439,328,1822,1195,627,0.6559999999999999,4.0,0.0,4.0,70.0,34.0,36.0,282.0,171.0,111.0,2006
1117,Terry Stotts,MIL,2,4,64,23,41,146,63,83,283,115,168,0.406,,,,5.0,1.0,4.0,5.0,1.0,4.0,2006
1118,Larry Krystkowiak,MIL,1,1,18,5,13,18,5,13,18,5,13,0.278,,,,,,,,,,2006
1119,Dwane Casey,MIN,2,2,40,20,20,122,53,69,122,53,69,0.434,,,,,,,,,,2006
1120,Randy Wittman,MIN,1,3,42,12,30,42,12,30,206,74,132,0.359,,,,,,,,,,2006
1121,Lawrence Frank,NJN,4,4,82,41,41,286,157,129,286,157,129,0.5489999999999999,12.0,6.0,6.0,38.0,18.0,20.0,38.0,18.0,20.0,2006
1122,Byron Scott,NOK,3,7,82,39,43,246,95,151,534,244,290,0.457,,,,,,,40.0,25.0,15.0,2006
1123,Isiah Thomas,NYK,1,4,82,33,49,82,33,49,328,164,164,0.5,,,,,,,15.0,5.0,10.0,2006
1124,Brian Hill,ORL,6,9,82,40,42,459,267,192,613,298,315,0.486,4.0,0.0,4.0,40.0,18.0,22.0,40.0,18.0,22.0,2006
1125,Maurice Cheeks,PHI,2,6,82,35,47,164,73,91,465,235,230,0.505,,,,,,,10.0,3.0,7.0,2006
1126,Mike D'Antoni,PHO,4,5,82,61,21,307,198,109,357,212,145,0.594,11.0,6.0,5.0,46.0,25.0,21.0,46.0,25.0,21.0,2006
1127,Nate McMillan,POR,2,7,82,32,50,164,53,111,559,265,294,0.474,,,,,,,16.0,8.0,8.0,2006
1128,Eric Musselman,SAC,1,3,82,33,49,82,33,49,246,108,138,0.439,,,,,,,,,,2006
1129,Gregg Popovich,SAS,11,11,82,58,24,852,576,276,852,576,276,0.6759999999999999,20.0,16.0,4.0,143.0,92.0,51.0,143.0,92.0,51.0,2006
1130,Bob Hill,SEA,2,9,82,31,51,134,53,81,603,310,293,0.514,,,,,,,37.0,17.0,20.0,2006
1131,Sam Mitchell,TOR,3,3,82,47,35,246,107,139,246,107,139,0.435,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2006
1132,Jerry Sloan,UTA,19,22,82,51,31,1509,941,568,1724,1035,689,0.6,17.0,9.0,8.0,169.0,85.0,84.0,175.0,87.0,88.0,2006
1133,Eddie Jordan,WAS,4,6,82,41,41,328,153,175,425,186,239,0.43799999999999994,4.0,0.0,4.0,20.0,6.0,14.0,20.0,6.0,14.0,2006
1134,Richie Guerin,ATL,8,8,82,36,46,618,327,291,618,327,291,0.529,6.0,2.0,4.0,60.0,26.0,34.0,60.0,26.0,34.0,1971
1135,Gene Shue,BAL,6,6,82,38,44,466,239,227,466,239,227,0.513,6.0,2.0,4.0,35.0,13.0,22.0,35.0,13.0,22.0,1971
1136,Tom Heinsohn,BOS,3,3,82,56,26,246,134,112,246,134,112,0.545,11.0,5.0,6.0,11.0,5.0,6.0,11.0,5.0,6.0,1971
1137,Dolph Schayes,BUF,2,5,1,0,1,83,22,61,323,151,172,0.467,,,,,,,21.0,9.0,12.0,1971
1138,Johnny McCarthy,BUF,1,1,81,22,59,81,22,59,81,22,59,0.272,,,,,,,,,,1971
1139,Dick Motta,CHI,4,4,82,57,25,328,180,148,328,180,148,0.5489999999999999,4.0,0.0,4.0,16.0,4.0,12.0,16.0,4.0,12.0,1971
1140,Bob Cousy,CIN,3,3,82,30,52,246,99,147,246,99,147,0.402,,,,,,,,,,1971
1141,Bill Fitch,CLE,2,2,82,23,59,164,38,126,164,38,126,0.23199999999999998,,,,,,,,,,1971
1142,Butch van Breda Kolff,DET,3,5,10,6,4,174,82,92,338,189,149,0.5589999999999999,,,,,,,33.0,21.0,12.0,1971
1143,Terry Dischinger,DET,1,1,2,0,2,2,0,2,2,0,2,0.0,,,,,,,,,,1971
1144,Earl Lloyd,DET,1,1,70,20,50,70,20,50,70,20,50,0.28600000000000003,,,,,,,,,,1971
1145,Al Attles,GSW,3,3,82,51,31,194,100,94,194,100,94,0.515,5.0,1.0,4.0,10.0,2.0,8.0,10.0,2.0,8.0,1971
1146,Tex Winter,HOU,1,1,82,34,48,82,34,48,82,34,48,0.415,,,,,,,,,,1971
1147,Bill Sharman,LAL,1,6,82,69,13,82,69,13,491,289,202,0.589,15.0,12.0,3.0,15.0,12.0,3.0,75.0,47.0,28.0,1971
1148,Larry Costello,MIL,4,4,82,63,19,328,212,116,328,212,116,0.6459999999999999,11.0,6.0,5.0,35.0,23.0,12.0,35.0,23.0,12.0,1971
1149,Red Holzman,NYK,5,9,82,48,34,372,242,130,575,325,250,0.565,16.0,9.0,7.0,63.0,36.0,27.0,71.0,40.0,31.0,1971
1150,Jack Ramsay,PHI,4,4,82,30,52,328,174,154,328,174,154,0.53,,,,17.0,5.0,12.0,17.0,5.0,12.0,1971
1151,Cotton Fitzsimmons,PHO,2,2,82,49,33,164,97,67,164,97,67,0.591,,,,,,,,,,1971
1152,Rolland Todd,POR,2,2,56,12,44,138,41,97,138,41,97,0.297,,,,,,,,,,1971
1153,Stu Inman,POR,1,1,26,6,20,26,6,20,26,6,20,0.231,,,,,,,,,,1971
1154,Lenny Wilkens,SEA,3,3,82,47,35,246,121,125,246,121,125,0.49200000000000005,,,,,,,,,,1971
1155,Mike Budenholzer,ATL,1,1,82,38,44,82,38,44,82,38,44,0.46299999999999997,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2013
1156,Brad Stevens,BOS,1,1,82,25,57,82,25,57,82,25,57,0.305,,,,,,,,,,2013
1157,Jason Kidd,BRK,1,1,82,44,38,82,44,38,82,44,38,0.537,12.0,5.0,7.0,12.0,5.0,7.0,12.0,5.0,7.0,2013
1158,Steve Clifford,CHA,1,1,82,43,39,82,43,39,82,43,39,0.524,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2013
1159,Tom Thibodeau,CHI,4,4,82,48,34,312,205,107,312,205,107,0.657,5.0,1.0,4.0,39.0,17.0,22.0,39.0,17.0,22.0,2013
1160,Mike Brown,CLE,6,8,82,33,49,492,305,187,563,347,216,0.616,,,,71.0,42.0,29.0,83.0,47.0,36.0,2013
1161,Rick Carlisle,DAL,6,12,82,49,33,476,288,188,968,569,399,0.588,7.0,3.0,4.0,48.0,26.0,22.0,110.0,56.0,54.0,2013
1162,Brian Shaw,DEN,1,1,82,36,46,82,36,46,82,36,46,0.439,,,,,,,,,,2013
1163,Maurice Cheeks,DET,1,9,50,21,29,50,21,29,620,305,315,0.49200000000000005,,,,,,,16.0,5.0,11.0,2013
1164,John Loyer,DET,1,1,32,8,24,32,8,24,32,8,24,0.25,,,,,,,,,,2013
1165,Mark Jackson,GSW,3,3,82,51,31,230,121,109,230,121,109,0.526,7.0,3.0,4.0,19.0,9.0,10.0,19.0,9.0,10.0,2013
1166,Kevin McHale,HOU,3,5,82,54,28,230,133,97,324,172,152,0.531,6.0,2.0,4.0,12.0,4.0,8.0,12.0,4.0,8.0,2013
1167,Frank Vogel,IND,4,4,82,56,26,267,167,100,267,167,100,0.625,19.0,10.0,9.0,54.0,28.0,26.0,54.0,28.0,26.0,2013
1168,Doc Rivers,LAC,1,15,82,57,25,82,57,25,1142,644,498,0.564,13.0,6.0,7.0,13.0,6.0,7.0,134.0,70.0,64.0,2013
1169,Mike D'Antoni,LAL,2,12,82,27,55,154,67,87,881,455,426,0.516,,,,4.0,0.0,4.0,59.0,26.0,33.0,2013
1170,Dave Joerger,MEM,1,1,82,50,32,82,50,32,82,50,32,0.61,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2013
1171,Erik Spoelstra,MIA,6,6,82,54,28,476,314,162,476,314,162,0.66,20.0,13.0,7.0,99.0,63.0,36.0,99.0,63.0,36.0,2013
1172,Larry Drew,MIL,1,4,82,15,67,82,15,67,312,143,169,0.45799999999999996,,,,,,,24.0,10.0,14.0,2013
1173,Rick Adelman,MIN,3,23,82,40,42,230,97,133,1791,1042,749,0.5820000000000001,,,,,,,157.0,79.0,78.0,2013
1174,Monty Williams,NOP,4,4,82,34,48,312,128,184,312,128,184,0.41,,,,6.0,2.0,4.0,6.0,2.0,4.0,2013
1175,Mike Woodson,NYK,3,9,82,37,45,188,109,79,680,315,365,0.46299999999999997,,,,17.0,7.0,10.0,46.0,18.0,28.0,2013
1176,Scott Brooks,OKC,6,6,82,59,23,463,293,170,463,293,170,0.633,19.0,10.0,9.0,73.0,39.0,34.0,73.0,39.0,34.0,2013
1177,Jacque Vaughn,ORL,2,2,82,23,59,164,43,121,164,43,121,0.262,,,,,,,,,,2013
1178,Brett Brown,PHI,1,1,82,19,63,82,19,63,82,19,63,0.23199999999999998,,,,,,,,,,2013
1179,Jeff Hornacek,PHO,1,1,82,48,34,82,48,34,82,48,34,0.585,,,,,,,,,,2013
1180,Terry Stotts,POR,2,6,82,54,28,164,87,77,447,202,245,0.452,11.0,5.0,6.0,11.0,5.0,6.0,16.0,6.0,10.0,2013
1181,Mike Malone,SAC,1,1,82,28,54,82,28,54,82,28,54,0.341,,,,,,,,,,2013
1182,Gregg Popovich,SAS,18,18,82,62,20,1410,967,443,1410,967,443,0.6859999999999999,23.0,16.0,7.0,239.0,149.0,90.0,239.0,149.0,90.0,2013
1183,Dwane Casey,TOR,3,5,82,48,34,230,105,125,352,158,194,0.449,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,2013
1184,Tyrone Corbin,UTA,4,4,82,25,57,258,112,146,258,112,146,0.434,,,,4.0,0.0,4.0,4.0,0.0,4.0,2013
1185,Randy Wittman,WAS,3,8,82,44,38,213,91,122,520,191,329,0.36700000000000005,11.0,6.0,5.0,11.0,6.0,5.0,11.0,6.0,5.0,2013
1186,Mike Woodson,ATL,1,1,82,13,69,82,13,69,82,13,69,0.159,,,,,,,,,,2004
1187,Doc Rivers,BOS,1,6,82,45,37,82,45,37,421,216,205,0.513,7.0,3.0,4.0,7.0,3.0,4.0,22.0,8.0,14.0,2004
1188,Bernie Bickerstaff,CHA,1,11,82,18,64,82,18,64,768,356,412,0.46399999999999997,,,,,,,33.0,12.0,21.0,2004
1189,Scott Skiles,CHI,2,5,82,47,35,148,66,82,343,182,161,0.531,6.0,2.0,4.0,6.0,2.0,4.0,19.0,7.0,12.0,2004
1190,Paul Silas,CLE,2,10,64,34,30,146,69,77,755,355,400,0.47,,,,,,,29.0,13.0,16.0,2004
1191,Brendan Malone,CLE,1,2,18,8,10,18,8,10,100,29,71,0.29,,,,,,,,,,2004
1192,Don Nelson,DAL,8,27,64,42,22,590,339,251,2070,1190,880,0.575,,,,43.0,19.0,24.0,155.0,70.0,85.0,2004
1193,Avery Johnson,DAL,1,1,18,16,2,18,16,2,18,16,2,0.889,13.0,6.0,7.0,13.0,6.0,7.0,13.0,6.0,7.0,2004
1194,Jeff Bzdelik,DEN,3,3,28,13,15,192,73,119,192,73,119,0.38,,,,5.0,1.0,4.0,5.0,1.0,4.0,2004
1195,Michael Cooper,DEN,1,1,14,4,10,14,4,10,14,4,10,0.28600000000000003,,,,,,,,,,2004
1196,George Karl,DEN,1,17,40,32,8,40,32,8,1247,740,507,0.593,5.0,1.0,4.0,5.0,1.0,4.0,131.0,60.0,71.0,2004
1197,Larry Brown,DET,2,26,82,54,28,164,108,56,2064,1216,848,0.589,25.0,15.0,10.0,48.0,31.0,17.0,231.0,120.0,111.0,2004
1198,Mike Montgomery,GSW,1,1,82,34,48,82,34,48,82,34,48,0.415,,,,,,,,,,2004
1199,Jeff Van Gundy,HOU,2,9,82,51,31,164,96,68,584,344,240,0.589,7.0,3.0,4.0,12.0,4.0,8.0,81.0,41.0,40.0,2004
1200,Rick Carlisle,IND,2,4,82,44,38,164,105,59,328,205,123,0.625,13.0,6.0,7.0,29.0,16.0,13.0,56.0,28.0,28.0,2004
1201,Mike Dunleavy,LAC,2,12,82,37,45,164,65,99,952,463,489,0.486,,,,,,,59.0,31.0,28.0,2004
1202,Rudy Tomjanovich,LAL,1,13,43,24,19,43,24,19,943,527,416,0.5589999999999999,,,,,,,90.0,51.0,39.0,2004
1203,Frank Hamblen,LAL,1,2,39,10,29,39,10,29,104,33,71,0.317,,,,,,,,,,2004
1204,Hubie Brown,MEM,3,15,12,5,7,168,83,85,1087,528,559,0.486,,,,4.0,0.0,4.0,63.0,31.0,32.0,2004
1205,Lionel Hollins,MEM,2,2,4,0,4,64,18,46,64,18,46,0.281,,,,,,,,,,2004
1206,Mike Fratello,MEM,1,15,66,40,26,66,40,26,1103,612,491,0.555,4.0,0.0,4.0,4.0,0.0,4.0,58.0,20.0,38.0,2004
1207,Stan Van Gundy,MIA,2,2,82,59,23,164,101,63,164,101,63,0.616,15.0,11.0,4.0,28.0,17.0,11.0,28.0,17.0,11.0,2004
1208,Terry Porter,MIL,2,2,82,30,52,164,71,93,164,71,93,0.433,,,,5.0,1.0,4.0,5.0,1.0,4.0,2004
